Day	Month	Year	Tmin	Tmax	Prcp	ET0
5	5	2022	11.3607	26.607	0.0	7.725
6	5	2022	11.3599	21.8732	1.4	5.973
7	5	2022	8.4081	12.0456	9.8	1.887
8	5	2022	2.2603	13.9485	0.0	3.919
9	5	2022	1.5538	16.1932	0.0	4.498
10	5	2022	2.5325	13.2659	0.0	2.607
11	5	2022	0.8521	18.7042	0.0	5.311
12	5	2022	3.5299	21.2947	0.0	5.48
13	5	2022	3.6538	12.2334	17.2	2.21
14	5	2022	3.0968	15.5478	2.2	4.738
15	5	2022	1.6967	18.955	0.0	5.228
16	5	2022	3.2851	15.6374	0.0	4.021
17	5	2022	7.9025	15.7474	2.8	2.728
18	5	2022	7.7851	13.6921	1.2	2.574
19	5	2022	1.0412	10.9188	4.8	1.925
20	5	2022	2.1907	5.8288	0.0	2.417
21	5	2022	-1.4422	14.1844	0.0	4.126
22	5	2022	1.8623	15.6895	0.0	4.282
23	5	2022	3.1999	21.9725	0.0	6.367
24	5	2022	6.2169	24.59	0.0	6.52
25	5	2022	7.4787	23.4916	0.0	5.866
26	5	2022	7.5122	23.0106	0.0	6.416
27	5	2022	8.4506	22.5317	0.2	4.07
28	5	2022	10.1776	23.7097	14.0	5.965
29	5	2022	10.9744	18.3515	2.8	3.131
30	5	2022	7.8348	14.9693	0.2	2.878
31	5	2022	3.9085	17.8423	0.0	6.269
1	6	2022	3.7578	17.5732	0.0	6.352
2	6	2022	7.6649	20.1172	0.0	7.845
3	6	2022	3.3385	22.0065	0.0	6.225
4	6	2022	4.4138	22.8439	0.0	6.843
5	6	2022	6.534	18.04	0.0	6.001
6	6	2022	4.7424	19.8446	0.0	6.117
7	6	2022	8.3947	21.0704	0.0	4.974
8	6	2022	8.885	24.519	0.0	6.125
9	6	2022	11.8949	21.6142	2.2	4.083
10	6	2022	9.2623	23.4775	5.6	3.909
11	6	2022	9.1464	21.5923	0.0	4.263
12	6	2022	8.5102	23.4799	0.2	4.79
13	6	2022	10.8954	19.392	0.2	2.31
14	6	2022	9.2793	16.0801	0.0	3.139
15	6	2022	4.6509	15.4395	1.6	2.417
16	6	2022	9.6186	20.4649	1.2	3.41
17	6	2022	10.9943	26.3754	0.0	6.435
18	6	2022	19.1237	32.8524	0.0	8.159
19	6	2022	16.776	20.9523	5.6	1.5
20	6	2022	15.2684	19.1033	23.6	2.195
21	6	2022	12.7686	20.0285	0.6	4.613
22	6	2022	11.0067	26.5047	0.4	6.435
23	6	2022	10.9992	25.0471	7.6	5.084
24	6	2022	7.9847	16.6786	2.8	2.7
25	6	2022	8.6268	19.4031	2.4	4.501
26	6	2022	8.596	23.281	0.2	6.401
27	6	2022	9.8735	20.1203	0.0	5.335
28	6	2022	9.2095	20.838	0.0	6.21
29	6	2022	12.4731	23.522	0.2	3.99
30	6	2022	10.1212	21.4756	0.0	6.21
1	7	2022	5.4789	20.9689	0.0	5.503
2	7	2022	9.8522	19.8888	0.2	4.474
3	7	2022	8.0492	21.9648	0.0	5.016
4	7	2022	11.3197	20.1973	0.0	3.117
5	7	2022	9.4037	16.1823	0.0	1.754
6	7	2022	11.8335	21.8578	0.0	4.42
7	7	2022	10.1304	22.3762	0.0	4.937
8	7	2022	16.5042	29.904	2.8	6.557
9	7	2022	17.6181	27.3608	1.6	6.196
10	7	2022	13.4773	22.1184	5.4	3.433
11	7	2022	10.3842	25.2092	0.2	6.66
12	7	2022	10.8557	28.6686	0.0	6.818
13	7	2022	18.0858	32.7479	0.0	8.07
14	7	2022	14.481	26.5149	2.8	6.959
15	7	2022	15.9237	30.1195	0.8	6.215
16	7	2022	16.3579	35.9235	0.0	8.485
17	7	2022	17.1048	27.7423	0.4	5.604
18	7	2022	14.2071	26.7884	10.0	4.821
19	7	2022	16.387	27.065	4.2	6.159
20	7	2022	13.2619	23.8456	2.0	6.578
21	7	2022	10.3272	26.2711	0.0	6.321
22	7	2022	11.6692	23.4488	1.2	4.963
23	7	2022	9.2169	19.7863	0.2	3.388
24	7	2022	6.9087	28.4062	0.6	5.833
25	7	2022	14.5832	20.2401	0.2	2.4
26	7	2022	10.0877	23.6015	1.0	5.045
27	7	2022	7.6892	23.9919	0.0	5.991
28	7	2022	7.9028	28.3457	0.6	6.152
29	7	2022	14.7118	34.4059	0.0	8.365
30	7	2022	15.0646	22.1542	4.2	2.458
31	7	2022	14.6701	24.4657	4.2	4.005
1	8	2022	14.5005	25.2091	0.2	5.089
2	8	2022	14.1581	20.9577	14.0	3.42
3	8	2022	7.0538	25.2242	0.2	4.981
4	8	2022	13.4873	30.5218	0.0	6.654
5	8	2022	9.4148	16.5575	0.2	2.884
6	8	2022	6.0628	22.7687	0.2	5.353
7	8	2022	14.1375	28.9785	0.0	6.519
8	8	2022	10.6531	32.0979	0.0	7.019
9	8	2022	9.3428	24.4423	0.0	6.248
10	8	2022	9.234	21.8604	0.0	3.129
11	8	2022	14.4492	25.6732	0.0	3.637
12	8	2022	10.5201	31.2523	0.0	6.1
13	8	2022	15.7998	32.4339	0.0	5.918
14	8	2022	15.9548	29.5003	0.0	6.135
15	8	2022	13.1839	28.7127	0.0	5.911
16	8	2022	13.902	33.9026	0.0	7.111
17	8	2022	15.8276	26.1335	1.2	4.668
18	8	2022	12.0326	28.7827	0.0	5.87
19	8	2022	11.0354	29.7884	0.0	5.819
20	8	2022	17.3789	32.5168	0.0	7.621
21	8	2022	11.8756	33.7635	0.0	6.325
22	8	2022	16.6116	22.4589	0.2	1.906
23	8	2022	14.8804	26.4659	0.0	5.66
24	8	2022	10.4192	26.0556	0.0	4.079
25	8	2022	10.9132	29.5715	0.0	5.384
26	8	2022	12.5082	26.6932	6.4	3.367
27	8	2022	15.1416	30.1444	3.2	4.724
28	8	2022	12.8218	19.4236	0.0	2.268
29	8	2022	8.7969	26.4673	0.0	5.769
30	8	2022	10.6236	31.6176	0.0	6.098
31	8	2022	12.0652	34.6536	0.0	6.128
1	9	2022	13.1449	30.3769	0.0	7.459
2	9	2022	6.568	25.2449	0.0	5.186
3	9	2022	13.7551	36.6564	0.0	8.372
4	9	2022	16.8673	35.8038	0.0	7.437
5	9	2022	12.5719	30.4029	0.0	6.382
6	9	2022	7.5831	23.2754	0.0	5.689
7	9	2022	9.022	33.883	0.0	7.173
8	9	2022	6.9579	17.5416	0.0	4.407
9	9	2022	4.3297	14.9713	0.0	3.167
10	9	2022	2.3622	22.192	0.0	4.973
11	9	2022	8.5798	32.2392	0.0	7.267
12	9	2022	6.2153	21.4376	0.0	4.732
13	9	2022	6.3676	17.0005	0.0	2.694
14	9	2022	7.8663	12.8095	0.4	1.593
15	9	2022	3.1343	18.8556	0.0	2.338
16	9	2022	9.595	18.6531	0.0	2.507
17	9	2022	7.0432	20.58	0.0	2.272
18	9	2022	7.4649	21.2249	0.0	4.052
19	9	2022	8.6681	14.6564	5.2	1.198
20	9	2022	4.2786	11.7487	1.0	1.406
21	9	2022	-0.5	16.6868	0.0	3.202
22	9	2022	4.4456	19.616	0.0	4.345
23	9	2022	5.4365	18.3481	0.0	2.209
24	9	2022	4.6776	20.7711	0.0	4.555
25	9	2022	1.5548	20.2925	0.0	3.759
26	9	2022	8.7863	21.7588	0.0	4.364
27	9	2022	4.4222	23.7255	0.0	4.217
28	9	2022	7.2733	29.0312	0.0	4.668
29	9	2022	8.1461	27.5853	0.0	4.998
30	9	2022	10.3661	19.7952	0.0	3.207
1	10	2022	7.9923	20.5433	0.0	3.571
2	10	2022	4.3699	22.0187	0.0	3.02
3	10	2022	7.1029	21.2726	0.0	3.024
4	10	2022	5.4534	24.4213	0.0	3.205
5	10	2022	-0.1091	10.371	0.0	2.044
6	10	2022	-8.4413	9.8083	0.0	2.235
7	10	2022	-2.3343	18.8996	0.0	3.018
8	10	2022	2.9839	22.7637	0.0	3.552
9	10	2022	2.263	21.9623	0.0	2.832
10	10	2022	5.2468	24.0569	0.0	4.114
11	10	2022	6.1482	17.5337	0.12	3.613
12	10	2022	3.5747	10.2528	0.0885	4.268
13	10	2022	1.2635	12.2178	0.0825	3.754
14	10	2022	-2.9194	11.8507	0.1592	2.009
15	10	2022	-4.8988	9.1411	0.0	2.068
16	10	2022	-3.768	7.1259	0.1941	1.293
17	10	2022	-3.1555	15.355	0.0	2.932
18	10	2022	-1.4987	20.573	0.0	2.853
19	10	2022	0.6232	20.3573	0.0	2.601
20	10	2022	5.6133	14.3387	0.0	1.989
21	10	2022	-0.5128	11.246	0.0	1.856
22	10	2022	-5.045	9.9798	0.0	1.613
23	10	2022	-0.4955	3.3715	14.1721	0.81
24	10	2022	-1.427	1.4935	1.6507	0.655
25	10	2022	-1.3593	3.0286	0.8138	0.862
26	10	2022	-2.3771	6.7031	0.0778	1.159
27	10	2022	1.2242	10.6707	0.0	2.016
28	10	2022	-0.0669	9.3072	0.0	1.098
29	10	2022	-2.3563	12.4678	0.0	2.229
30	10	2022	-0.5167	14.0722	0.0	2.498
31	10	2022	-2.474	8.2314	0.0	1.487
1	11	2022	-1.6242	7.1888	0.0	1.041
2	11	2022	-2.6354	2.0123	0.2958	0.323
3	11	2022	-7.5972	-2.6366	0.6472	0.469
4	11	2022	-10.898	2.1526	0.4938	0.86
5	11	2022	-4.2171	0.1691	22.6822	0.32
6	11	2022	-14.3681	-4.922	3.1532	0.349
7	11	2022	-20.752	-8.5233	4.7443	0.127
8	11	2022	-19.2323	-5.7719	0.2056	0.162
9	11	2022	-23.517	-15.0487	0.6016	0.295
10	11	2022	-25.3091	-16.2721	0.9917	0.167
11	11	2022	-22.683	-12.3949	0.0	0.348
12	11	2022	-22.7155	-11.3743	0.0	0.229
13	11	2022	-14.4869	-7.3989	0.3357	0.261
14	11	2022	-10.7261	-7.0665	0.2897	0.275
15	11	2022	-11.1667	-4.8514	0.3158	0.261
16	11	2022	-10.1979	-3.2299	0.0	0.456
17	11	2022	-15.684	-10.3459	0.2685	0.473
18	11	2022	-15.4699	-6.365	0.029	0.465
19	11	2022	-12.3035	-6.643	0.0	0.581
20	11	2022	-14.2795	-0.3856	0.3464	0.568
21	11	2022	-12.6806	0.0131	1.1514	0.326
22	11	2022	-6.8294	0.1414	0.0298	0.589
23	11	2022	-7.8367	0.9369	0.0	0.51
24	11	2022	-8.6959	2.4294	0.2449	0.587
25	11	2022	-0.6657	5.0917	0.0	1.01
26	11	2022	-6.2786	1.467	0.0	0.779
27	11	2022	-3.8512	2.0634	0.2087	0.564
28	11	2022	-9.1451	-4.1108	6.9863	0.326
29	11	2022	-14.1956	-9.1019	2.739	0.34
30	11	2022	-22.3948	-14.0246	1.9017	0.178
1	12	2022	-24.4738	-15.8241	2.1919	0.137
2	12	2022	-30.9671	-24.4343	0.4099	0.125
3	12	2022	-27.0796	-17.0379	0.3226	0.197
4	12	2022	-18.8388	-3.4513	0.0	0.376
5	12	2022	-24.202	-13.679	0.0936	0.237
6	12	2022	-35.1914	-23.5174	1.6285	0.057
7	12	2022	-35.0928	-13.8903	0.0	0.033
8	12	2022	-15.2248	-7.2363	0.0	0.355
9	12	2022	-10.6352	-2.5641	0.0	0.448
10	12	2022	-17.5915	-11.6064	0.0	0.257
11	12	2022	-11.4257	-4.8757	0.0	0.422
12	12	2022	-12.4999	-7.2408	3.0789	0.224
13	12	2022	-13.1759	-11.7177	0.4031	0.206
14	12	2022	-14.6813	-9.3077	0.3611	0.237
15	12	2022	-17.8528	-10.5369	0.0	0.274
16	12	2022	-22.4441	-16.6096	0.1898	0.142
17	12	2022	-21.8575	-15.3191	0.0	0.175
18	12	2022	-26.3484	-21.5054	0.0	0.153
19	12	2022	-28.6126	-24.4613	1.556	0.102
20	12	2022	-36.1788	-25.3888	0.9592	0.09
21	12	2022	-35.2205	-26.6741	1.1876	0.086
22	12	2022	-31.1747	-23.2245	0.2494	0.122
23	12	2022	-36.2672	-26.6947	1.0185	0.078
24	12	2022	-27.9199	-15.8095	0.0	0.178
25	12	2022	-17.3803	-14.7518	17.0066	0.23
26	12	2022	-15.0359	-8.4849	0.0	0.222
27	12	2022	-12.8387	-8.2106	12.9644	0.184
28	12	2022	-18.3279	-12.6974	11.4474	0.211
29	12	2022	-16.3367	-11.0827	0.4255	0.184
30	12	2022	-16.5172	-10.6456	0.0	0.299
31	12	2022	-21.232	-16.1322	0.0	0.153
1	1	2023	-22.4189	-9.6616	0.1871	0.211
2	1	2023	-15.6408	-8.3696	0.2567	0.334
3	1	2023	-19.3971	-3.9936	0.0	0.322
4	1	2023	-20.2539	-7.7716	0.0	0.207
5	1	2023	-18.9636	-12.3195	0.0	0.143
6	1	2023	-19.5082	-10.9876	0.0	0.221
7	1	2023	-13.7694	-8.5686	0.0	0.277
8	1	2023	-17.1704	-9.6567	0.2356	0.292
9	1	2023	-16.9746	-10.4902	0.0	0.249
10	1	2023	-19.4895	-9.596	0.0	0.121
11	1	2023	-12.7924	-8.4681	0.0	0.184
12	1	2023	-17.0113	-10.4803	0.0	0.198
13	1	2023	-16.4533	-10.7323	0.0	0.168
14	1	2023	-13.3495	-7.223	0.0	0.174
15	1	2023	-9.4774	-7.5294	0.0	0.194
16	1	2023	-9.9063	-6.3978	0.0	0.177
17	1	2023	-12.3645	-10.0803	0.0	0.19
18	1	2023	-10.1631	-5.3411	0.0	0.187
19	1	2023	-8.462	-3.859	0.5492	0.215
20	1	2023	-15.0236	-5.8371	0.0467	0.349
21	1	2023	-14.9357	-3.8943	0.0	0.336
22	1	2023	-4.6465	1.2772	0.0	0.531
23	1	2023	-15.4436	-0.5706	0.4334	0.231
24	1	2023	-14.7558	-6.9313	0.786	0.31
25	1	2023	-6.761	-3.0963	0.0	0.381
26	1	2023	-6.5611	4.2781	3.8175	0.744
27	1	2023	-21.1044	-5.0351	1.4991	0.222
28	1	2023	-24.6725	-18.2315	0.3405	0.271
29	1	2023	-26.8763	-18.8859	0.441	0.249
30	1	2023	-26.7442	-20.0389	0.4532	0.238
31	1	2023	-26.5111	-15.6606	1.3591	0.15
1	2	2023	-27.3091	-14.5834	0.0	0.155
2	2	2023	-34.5585	-19.8794	0.0	0.115
3	2	2023	-20.539	-7.3678	0.0	0.366
4	2	2023	-8.2894	-4.3117	0.0	0.481
5	2	2023	-9.5594	1.1394	1.0787	0.806
6	2	2023	-6.6064	0.9098	0.0	1.119
7	2	2023	-5.7011	2.6851	0.0	1.084
8	2	2023	-10.6244	-2.2764	0.0	0.619
9	2	2023	-13.8416	-4.723	0.0	0.643
10	2	2023	-10.2997	4.136	0.0	0.984
11	2	2023	-7.6596	0.6012	0.0	1.02
12	2	2023	-8.5785	-1.5137	0.0	0.947
13	2	2023	-4.3761	2.7346	0.0	1.212
14	2	2023	-18.9801	-1.2045	0.0	0.402
15	2	2023	-19.8191	-13.5186	0.0	0.318
16	2	2023	-23.5801	-3.2415	0.221	0.357
17	2	2023	-9.6157	-3.172	0.0	0.773
18	2	2023	-13.4305	-6.6006	0.0	0.54
19	2	2023	-15.5581	-11.1023	1.1598	0.45
20	2	2023	-23.5841	-13.8774	0.5472	0.357
21	2	2023	-28.9996	-22.4515	0.1967	0.26
22	2	2023	-32.9069	-27.0211	0.096	0.249
23	2	2023	-32.2658	-20.7033	0.0488	0.226
24	2	2023	-31.7899	-18.8209	0.0	0.244
25	2	2023	-29.3077	-14.7682	0.0	0.329
26	2	2023	-19.2602	-9.3548	0.0	0.421
27	2	2023	-16.6015	-9.0102	0.0	0.589
28	2	2023	-22.3366	-11.2823	0.5726	0.539
1	3	2023	-23.0684	-8.88	0.4105	0.409
2	3	2023	-13.368	-1.0075	0.0	0.896
3	3	2023	-11.3517	-1.381	0.0	1.182
4	3	2023	-15.0238	-5.5171	0.0	0.663
5	3	2023	-23.8217	-12.9038	0.0	0.516
6	3	2023	-27.0491	-15.4229	0.0	0.457
7	3	2023	-22.2752	-13.5614	0.0	0.464
8	3	2023	-20.9049	-15.3113	0.0	0.462
9	3	2023	-20.7549	-13.3225	0.0	0.523
10	3	2023	-17.7764	-8.1088	0.0	0.43
11	3	2023	-13.9737	-7.2282	0.2927	0.637
12	3	2023	-21.8491	-4.0709	1.2218	0.945
13	3	2023	-16.5481	-5.9663	0.0	0.751
14	3	2023	-12.7957	-0.2361	0.0	0.631
15	3	2023	-16.4767	-4.7058	0.0	1.016
16	3	2023	-16.4499	-9.7904	0.0	0.856
17	3	2023	-22.3162	-7.161	0.0642	0.972
18	3	2023	-17.1506	-2.0846	0.0	1.085
19	3	2023	-15.7472	-5.7491	0.0	1.054
20	3	2023	-8.5363	-5.2345	0.0	0.803
21	3	2023	-16.7695	-8.2667	0.0	0.927
22	3	2023	-16.49	-8.4366	0.0	1.0
23	3	2023	-13.6873	0.1104	0.0	1.483
24	3	2023	-16.2596	-4.6993	0.0	1.082
25	3	2023	-19.5938	-4.7085	0.0	1.024
26	3	2023	-17.9767	-7.5571	0.0	1.074
27	3	2023	-23.0907	-7.4012	0.1188	1.056
28	3	2023	-23.2864	-7.2141	0.0	0.748
29	3	2023	-16.4013	-1.9358	0.0	1.121
30	3	2023	-10.5295	-2.0625	0.0	1.438
31	3	2023	-14.0783	0.2103	0.0	1.414
1	4	2023	-12.7131	4.5804	0.0461	1.862
2	4	2023	-9.3207	-3.8722	0.7782	0.496
3	4	2023	-13.6425	-9.3956	0.9451	1.035
4	4	2023	-19.5842	-1.491	0.3919	1.607
5	4	2023	-22.5181	-6.9115	0.0	1.02
6	4	2023	-20.4378	-4.1995	0.0	1.328
7	4	2023	-12.8929	-0.1975	0.0	1.26
8	4	2023	-5.4189	4.41	0.0	1.851
9	4	2023	-0.7465	4.1786	0.0	2.372
10	4	2023	2.0764	8.1673	0.0	3.181
11	4	2023	0.2667	8.4413	0.0	2.616
12	4	2023	0.0179	8.5214	0.0	3.074
13	4	2023	-2.3346	8.0072	0.0	1.976
14	4	2023	0.2957	10.686	0.0	2.614
15	4	2023	-2.5198	11.7861	0.0	3.183
16	4	2023	-0.5253	13.5716	0.0	3.911
17	4	2023	1.9712	14.7674	0.0	4.113
18	4	2023	-0.9207	5.662	11.9481	1.008
19	4	2023	-3.9773	-0.8832	15.0304	0.76
20	4	2023	-4.0985	-1.5774	2.1411	1.144
21	4	2023	-3.9469	2.0044	1.0678	2.207
22	4	2023	-3.6052	7.7322	0.0	3.257
23	4	2023	-3.8833	9.1702	0.0	3.54
24	4	2023	-2.41	8.9539	0.0	3.146
25	4	2023	2.9202	14.7646	0.0	4.078
26	4	2023	0.472	13.2337	0.0	4.504
27	4	2023	-0.1117	9.8793	0.0	2.743
28	4	2023	-0.7797	17.7936	0.0	4.115
29	4	2023	-0.7579	14.2242	0.0	4.85
30	4	2023	-2.2391	14.5658	0.0	4.514
1	5	2023	0.2501	19.4623	0.0	5.551
2	5	2023	7.4192	25.9082	0.0	7.776
3	5	2023	5.6631	24.8508	0.0	6.658
4	5	2023	5.8139	25.3706	0.0	7.086
5	5	2023	4.8512	17.4446	0.0	5.34
6	5	2023	4.2991	16.3027	0.0	4.302
7	5	2023	5.5782	17.4484	0.0	4.56
8	5	2023	7.9212	18.7748	0.0	5.575
9	5	2023	3.5315	20.0144	0.0	5.074
10	5	2023	5.7384	22.0429	0.0	4.609
11	5	2023	6.3013	22.3632	0.0	4.061
12	5	2023	10.7906	18.7127	0.2	2.48
13	5	2023	4.4537	24.5014	0.0	5.048
14	5	2023	9.3714	26.145	0.0	7.222
15	5	2023	11.9031	27.407	0.0	7.713
16	5	2023	10.2633	29.8982	0.0	7.682
17	5	2023	5.0835	13.6409	0.0	3.543
18	5	2023	3.4314	16.3388	0.0	5.635
19	5	2023	1.8138	25.6219	0.0	6.948
20	5	2023	11.2083	24.4543	0.0	5.145
21	5	2023	6.5648	21.9928	0.0	4.095
22	5	2023	11.8715	29.4022	3.0	6.465
23	5	2023	9.821	20.2216	0.8	4.89
24	5	2023	9.5255	19.1475	9.8	2.706
25	5	2023	12.3344	14.4421	2.6	0.822
26	5	2023	11.7668	19.3199	0.0	3.441
27	5	2023	7.0378	17.5237	0.6	2.798
28	5	2023	12.7785	22.0256	0.2	3.547
29	5	2023	11.0719	26.6861	0.0	5.373
30	5	2023	10.3478	28.916	0.0	6.361
31	5	2023	13.2266	30.5392	1.2	6.041
1	6	2023	14.8906	28.2721	0.2	5.257
2	6	2023	12.4004	23.8712	0.0	3.241
3	6	2023	17.0484	26.5895	2.2	3.67
4	6	2023	14.9956	32.2976	0.2	7.202
5	6	2023	18.3015	34.1933	0.0	8.098
6	6	2023	15.6572	28.1069	0.0	7.303
7	6	2023	12.3148	29.46	0.0	6.688
8	6	2023	14.7906	29.7003	0.0	7.633
9	6	2023	10.9402	23.9993	0.0	6.421
10	6	2023	9.1942	24.3156	0.0	6.868
11	6	2023	10.6236	29.0613	0.0	8.005
12	6	2023	14.5611	31.548	0.0	7.925
13	6	2023	15.1726	29.9997	0.0	7.299
14	6	2023	14.309	30.9711	0.0	7.966
15	6	2023	10.416	19.7815	0.4	4.373
16	6	2023	6.0584	25.1352	0.0	6.543
17	6	2023	14.0012	22.9112	0.2	4.532
18	6	2023	8.5788	24.089	17.6	5.471
19	6	2023	11.5514	21.5253	0.4	6.889
20	6	2023	10.6507	22.1065	0.0	7.187
21	6	2023	8.9271	19.2621	0.0	5.646
22	6	2023	6.3187	23.024	0.0	5.997
23	6	2023	7.5032	26.4139	0.0	6.439
24	6	2023	9.6356	27.4894	0.0	6.94
25	6	2023	12.8301	29.5399	1.8	7.558
26	6	2023	12.9563	25.6103	2.0	6.189
27	6	2023	11.1696	25.818	0.0	4.829
28	6	2023	12.4356	22.5083	0.0	6.08
29	6	2023	10.5726	27.3761	0.0	6.391
30	6	2023	13.2973	30.0918	0.0	6.39
1	7	2023	16.3587	31.328	0.2	6.25
2	7	2023	12.9075	22.2082	0.6	6.837
3	7	2023	10.6363	18.798	0.6	3.5
4	7	2023	8.7559	17.8615	0.8	4.728
5	7	2023	4.1928	23.2438	0.0	6.144
6	7	2023	10.4106	23.9526	0.0	6.275
7	7	2023	10.0199	23.2674	0.0	5.676
8	7	2023	9.8472	27.031	0.0	6.98
9	7	2023	12.7959	29.1419	0.0	6.54
10	7	2023	7.2543	21.5991	0.0	5.932
11	7	2023	7.2908	18.9797	0.2	2.892
12	7	2023	7.5175	24.1431	0.0	5.054
13	7	2023	10.5135	24.426	0.0	4.853
14	7	2023	11.3491	18.3395	0.0	3.27
15	7	2023	8.9526	21.5816	0.2	3.367
16	7	2023	6.0036	21.133	0.0	4.368
17	7	2023	6.4272	25.3947	5.4	5.658
18	7	2023	14.0205	18.1792	8.2	2.66
19	7	2023	14.4351	23.1652	1.2	4.944
20	7	2023	11.4809	24.6036	2.8	4.089
21	7	2023	12.2188	27.2831	0.2	5.979
22	7	2023	12.6719	27.9092	2.0	4.518
23	7	2023	13.2474	28.3103	0.2	5.903
24	7	2023	14.9739	31.9098	0.0	7.066
25	7	2023	18.4457	31.956	2.4	6.691
26	7	2023	13.1228	24.8338	0.0	6.011
27	7	2023	11.8334	17.725	0.0	3.254
28	7	2023	9.3973	20.7423	0.0	5.27
29	7	2023	5.9812	23.0644	0.0	4.384
30	7	2023	7.0134	28.8841	0.0	6.292
31	7	2023	16.3262	32.6723	0.0	6.68
1	8	2023	11.6424	29.6025	0.0	6.457
2	8	2023	14.4803	28.9447	0.0	6.511
3	8	2023	12.5811	36.0528	0.0	7.454
4	8	2023	14.2238	26.861	0.0	5.971
5	8	2023	8.1436	25.7621	0.0	5.264
6	8	2023	8.5595	27.3273	0.0	5.398
7	8	2023	9.8303	26.6543	0.0	5.301
8	8	2023	8.1334	22.8423	0.0	5.409
9	8	2023	10.93	21.5582	0.0	4.394
10	8	2023	12.1078	22.0744	17.6	2.738
11	8	2023	12.8558	19.205	2.0	3.13
12	8	2023	9.6694	23.2161	0.6	4.245
13	8	2023	10.0142	24.7271	0.2	5.01
14	8	2023	13.745	32.0976	0.0	6.594
15	8	2023	14.5949	27.872	0.0	4.696
16	8	2023	10.7427	21.1088	4.6	4.412
17	8	2023	8.7216	29.9503	0.0	5.691
18	8	2023	13.473	24.2186	0.0	3.814
19	8	2023	9.646	18.9902	0.0	4.2
20	8	2023	2.454	22.4429	4.2	4.165
21	8	2023	12.4375	18.4675	6.2	2.414
22	8	2023	13.047	15.6628	13.8	0.668
23	8	2023	13.103	21.4433	0.4	2.268
24	8	2023	10.0144	21.7454	0.4	3.714
25	8	2023	11.3636	21.723	0.0	2.779
26	8	2023	8.4622	28.0826	0.0	4.944
27	8	2023	11.0838	26.7571	0.0	4.488
28	8	2023	10.2668	29.8037	0.0	4.64
29	8	2023	12.4766	32.0053	0.0	5.14
30	8	2023	14.0086	28.4815	1.2	4.103
31	8	2023	12.2742	17.2816	6.6	1.096
1	9	2023	12.3141	26.4977	0.2	3.843
2	9	2023	12.6376	26.2502	0.0	5.049
3	9	2023	7.7881	29.9478	0.0	3.653
4	9	2023	8.8756	18.5342	0.0	2.707
5	9	2023	1.5959	17.3481	0.0	3.451
6	9	2023	6.9789	22.5256	0.0	4.399
7	9	2023	9.1339	19.6944	1.8	3.036
8	9	2023	3.5237	21.7028	0.2	3.566
9	9	2023	5.4796	23.588	0.0	3.557
10	9	2023	8.2825	24.0934	0.0	4.222
11	9	2023	7.3891	19.6788	0.0	3.275
12	9	2023	9.2544	26.3635	0.4	5.121
13	9	2023	11.5699	22.0465	0.2	3.022
14	9	2023	7.22	16.8324	0.0	2.601
15	9	2023	8.1319	21.3737	0.0	4.135
16	9	2023	8.3847	28.9063	0.0	5.594
17	9	2023	8.634	31.0634	0.0	5.854
18	9	2023	9.3613	25.5759	0.0	4.701
19	9	2023	4.4205	18.1639	0.0	2.558
20	9	2023	2.9503	19.5022	0.0	2.057
21	9	2023	1.8509	21.8724	0.0	2.999
22	9	2023	2.9386	22.5042	0.0	3.715
23	9	2023	6.8403	21.1026	0.0	2.775
24	9	2023	11.1635	23.3234	0.0	3.043
25	9	2023	6.5203	26.2479	0.0	4.347
26	9	2023	15.0061	28.6095	0.0	7.064
27	9	2023	9.1335	22.7691	0.2	4.963
28	9	2023	7.1569	19.665	0.8	3.557
29	9	2023	2.9324	18.1344	0.0	2.899
30	9	2023	-0.2055	10.955	12.6	0.702
